94568-A8096,1010,69,4,3456,10,3030,50,25,30,4075,20,42,1030,8614,30,975,5869,14307,10011,2286,35,10,,,3095,30,5110,115,10,5,22,70,5001
2PV-E2111-00,6008,3044,104,6104,18,24,2662,34,16,290,10,30,24,33156,3856,66,1025,44,20,12032,40,6807,730,60,10010,24,15,21,16,14,3805,5600,5004
94700-00866,200,1431,4300,1,1200,9623,2000,13250,800,4050,480,2372,2200,5800,3200,2470,1000,2200,4400,450,3660,850,6377,1493,3760,2850,6400,3200,220,1000,2080,7990,510
90793-AH420,1200,3444,1212,876,1237,368,1380,864,2437,2453,3805,795,7634,4022,1213,1501,2832,3264,2172,1584,1632,4296,3384,2712,5280,2088,3048,2364,3036,948,60,0,192
90793-AH423,,,,,,,,,,,,,,,,,,,,,,,,5760,17520,6888,6480,312,240,0,240,864,288
1S7-E5351-00,25,2030,110,71,1170,20,1165,3100,330,3410,5,6025,1235,1150,2032,2065,1000,2415,2020,2000,2176,1040,4000,5020,5010,1062,3433,1032,4305,0,2360,4346,1818
2PV-E2121-00,6008,3044,106,6098,48,34,1785,20,21,280,13,29,54,38044,1016,80,1028,2804,8,3522,15,9643,730,,10020,24,16,21,19,30,5335,2100,5004
5YP-E6310-01,,,,,,,,,,,,,,,,,,,7704,3217,1402,270,12060,1301,2619,,2003,3020,1091,786,7056,4200,1250
5YP-WE65E-00,2,200,200,703,1100,200,806,1405,600,3003,2020,200,600,610,1330,410,800,200,300,300,1356,1475,1250,2547,9730,7210,6943,4200,500,1688,1937,500,451
1VB-F6246-00,5114,5146,5303,62,435,5033,358,132,10242,341,266,5428,285,225,158,5303,201,5307,211,106,24,5227,5022,68,5090,171,334,96,233,5111,482,10210,72
54P-E2119-00,50,30,,90026,44,140,40,242,100,70,3150,28,3324,104,1430,10060,10,10154,4,44,72,109,140,3350,125,19,190,0,190,6,424,6332,1610
3C1-ECYL1-10,3818,784,2863,1470,736,36,5676,524,3572,500,60,17,1500,504,,,36,1536,36,677,796,3735,5336,2500,3205,5306,2002,2,1748,980,2429,478,680
2S6-E6321-00,,,1050,1000,12,5200,20,,5060,10000,1000,1000,,,1040,,,10000,,,,,,,12000,,1300,3000,12,600,1400,0,10920
90269-06816,309,1428,1331,1320,2100,2210,211,40,2002,5209,538,214,6655,2170,3280,50,1100,919,1105,2010,1030,1552,34,213,1000,10656,1315,4566,5230,1140,3744,3230,410
1S7-E4450-09,280,1355,1105,3993,3215,3272,3130,15600,1780,6745,80,6070,35,6071,70,171,212,9275,30,20,115,3020,3166,45,130,6210,4796,2300,4795,60,440,285,3330
5ER-E2119-00,,2000,2000,2040,,20,7000,2000,,,,,,4000,,2200,2000,4000,2050,,,6000,4000,2000,,,0,0,0,0,0,0,0
B17-F6110-10,787,865,1827,361,584,84,581,493,381,601,764,870,1237,574,774,433,507,1277,698,1106,962,4975,548,2675,4245,2721,4310,5747,1187,427,1436,726,512
55D-F6210-00,1095,225,1254,420,155,237,2714,1262,716,941,1383,482,407,509,440,868,654,3240,2113,2660,3399,2031,1256,214,3402,400,2300,1850,1034,1013,355,623,10
B17-WF624-00-KT,2669,450,,1591,410,1534,551,1200,1080,1800,1500,860,2160,3110,60,,1734,2625,500,90,2140,2,600,1045,2020,9530,629,617,842,216,2238,1520,20
3C1-E2170-00,302,300,2422,3935,2659,1403,,387,1146,300,,272,,2000,2000,,,,,,,13515,3500,,,,0,3000,0,0,20,0,0
90793-AH401-EM,1224,2136,1800,2688,1848,1080,1656,1848,1968,1848,3168,312,,2088,2064,1464,1824,1536,2640,1488,432,2016,480,3408,96,840,672,1416,1272,2136,912,2592,2112
55D-F8400-10,238,569,123,,918,4143,1980,1900,1250,,711,2038,3431,1830,846,1100,1400,2270,1110,1020,500,3538,700,1060,1007,2077,1421,1874,5316,5488,2295,2170,451
5PV-E4101-00,,502,,,,,,900,800,600,900,1700,300,300,,500,,10386,2500,1000,,,2000,,,,0,0,0,500,2500,600,1067
B48-E5514-00,,,,,,,,,3010,,,2,,,,,,13300,1800,20,500,500,,1,100,,10,0,0,0,0,0,2
44D-E7653-00,545,39,3,18,48,119,361,532,15,9,320,30,130,1150,67,400,245,40,216,589,727,955,716,360,2200,9500,163,160,1346,358,581,903,4675
90202-05187,2000,2600,,,1000,,,60,2100,360,,300,1000,900,100,220,,4570,950,50,1300,500,1450,100,3100,3300,2,660,40,0,858,100,5
1FC-E2158-00,1000,2000,,,,,1000,4780,,,5100,,,,,,,9400,,,,,,200,6000,,0,120,0,2000,3000,0,120
B65-E7632-00,378,768,402,420,318,828,712,1175,1975,2100,690,672,3940,1212,710,1480,1040,873,140,1778,1760,1365,732,1981,2035,858,2594,1750,2511,1549,3362,2384,2386
B17-F6110-00,115,256,101,290,210,95,196,405,325,523,1267,610,1036,884,1448,872,542,1585,1801,1667,2215,1665,5,375,970,1316,6,677,537,516,571,357,66
90170-05803,3024,540,300,1,40,1550,13001,2030,8740,1150,3500,54,4500,,5000,100,50,700,1800,,500,1055,5038,80,,8,0,4300,300,20,3150,653,2210
90501-16800,2130,6,124,100,184,214,10,12,500,600,,664,1800,800,170,400,1172,1016,860,2500,1100,40,5200,370,1055,174,200,240,550,3000,208,820,528
2ND-E2159-00,3032,40,,14,145,,3010,3000,3209,6150,4650,6155,3010,3000,3000,600,110,6035,,,,540,3645,100,20,,12,3300,3018,520,10,530,0
3S0-E2118-00,1400,500,5090,2330,11000,500,1200,2250,210,3050,500,60,210,512,30,400,16,720,320,320,2800,860,476,400,7150,500,100,530,0,0,1664,340,5629
5LW-F6280-00,,1000,100,500,5020,1050,1120,15,3620,5500,5011,496,70,1000,3100,2900,500,5005,600,,10,32,25,,760,1002,1002,500,5000,0,250,1510,1250
5LW-F6290-00,,1000,100,500,5020,1050,1120,15,3620,5500,5011,496,70,1000,3100,2900,500,5005,600,,10,32,25,,760,1002,1002,500,5000,0,250,1510,1250
5YP-E2170-01,700,379,,,60,,5,5,20,7,315,4,,5,2,60,,,300,23,,10120,3120,10,,,0,3070,3,0,800,0,0
5BU-F1766-00,2015,115,930,1000,450,600,610,,,,1090,1000,430,570,1100,2050,300,6571,800,500,210,100,,40,1600,328,0,563,1000,1735,1235,700,225
3KA-E6324-00,,648,205,180,800,,1500,30,100,150,1300,1500,2000,700,,,1000,2050,,300,2700,1300,1730,2600,900,1000,0,100,7630,300,800,630,670
1S8-F5364-00,2090,520,30,5330,40,240,240,215,160,10570,5004,5244,240,160,5160,80,580,,,120,120,20,,,2040,5300,65,56,44,52,160,50,1810
2PV-E4450-00,1197,1250,271,1821,120,2925,140,1100,245,340,120,2638,2850,80,120,160,42,2750,300,2810,2905,70,124,184,782,3010,1315,1178,10,41,90,60,30
1S7-H2370-00,10,1030,1015,1715,2000,,2000,1000,1000,2011,1000,1011,3000,50,1002,1000,1000,3000,,1000,2,1010,2000,1035,1006,1000,15,1022,1830,1600,2100,1820,3050
B17-F4773-00-NP,1199,835,920,800,1200,1800,300,,600,300,,,600,600,3900,900,2100,2100,900,,1200,190,,,1000,500,500,0,0,900,500,0,1500
90793-AH410,1152,2473,768,768,540,492,324,204,432,1,1762,211,333,816,1215,768,1152,1620,876,852,1008,744,660,768,1152,1308,924,936,0,0,0,0,120
55C-WF624-00-KT,660,330,1000,260,40,1680,180,110,80,930,1519,175,623,290,80,540,653,505,,560,1040,502,500,10,1220,6420,32,50,45,20,60,114,120
B17-F8400-10,3030,,10,80,3416,3770,1320,1000,,1020,800,4155,3868,2580,730,20,,710,960,320,746,400,1595,3885,780,1700,2049,1050,1436,6245,1640,200,2141
31D-F6280-09,520,110,510,580,2020,2181,2690,1550,3070,2650,1000,1160,1660,1549,541,10,1530,1010,2400,30,2520,510,1025,500,1000,591,655,2625,1000,520,772,1000,2260
31D-F6290-09,520,110,510,580,2020,2181,2690,1550,3070,2650,1000,1160,1760,1549,541,10,1530,1010,2400,30,2520,510,1025,500,1000,590,655,2625,1000,520,772,1000,2260
31D-WE65E-00,200,401,,250,500,,1820,700,402,410,,,1100,200,900,400,,300,,,,150,750,3200,1916,4000,2993,3696,1100,1706,210,0,94
90793-AH802-EM,,288,504,2664,648,504,504,720,1080,864,864,,,432,648,576,936,1584,2088,576,216,1512,144,2376,144,720,1224,1224,792,1512,1008,1080,1152
1CK-E2156-00,170,1500,110,110,35,,1530,,,,10,1500,2000,10,1520,45,15,135,29,1520,1512,4515,123,334,1507,30,1509,127,110,15,7,3010,3000
90793-AH409-EM,2448,3048,3048,3696,3576,2256,2928,2712,2808,2880,5040,288,,888,888,888,1032,1032,1584,768,600,1872,,2016,48,480,696,1440,816,1320,1104,2304,1560
94700-00330,682,953,2400,803,140,2051,802,300,2700,3330,1004,1766,1500,4590,1450,310,1300,250,1300,150,2050,1250,50,13,600,2420,3547,2800,470,800,1930,1260,1200
1VP-WF624-00-KT,241,220,,140,40,120,120,130,320,600,,45,1700,20,,,12,405,,1002,400,600,210,200,2700,5500,381,0,0,0,0,0,650
10C-F2210-30,202,103,100,51,122,10,162,10,250,203,304,102,,1324,4769,5584,340,,53,50,,,6,66,9,26,17,82,59,1056,266,7,12
5TL-E2118-00,,200,216,,150,-16,1000,100,10,1030,130,2,440,471,,,230,1400,630,1100,2600,1010,500,1156,420,1726,2487,0,110,200,1150,1756,6500
2PH-E7641-00,1845,1246,95,1910,651,20,90,70,858,1130,851,4438,5946,60,1675,61,80,1225,82,1234,65,1595,528,480,3015,440,4488,1675,1762,1783,4870,2119,566
5BP-F2129-01,129,340,10,2290,50,300,50,2350,1500,1680,3150,1500,700,1000,,,100,5000,500,,340,1540,201,1500,250,970,912,1220,600,0,210,870,512
2ND-H3922-00,2036,1710,272,212,1169,197,114,287,1345,1350,506,225,1557,121,469,1374,1361,3080,414,548,326,73,227,88,2173,121,1163,194,1263,183,1057,371,147
5BU-F4773-00-NP,,,,,,,,,,,,,,,,,,,1440,,5500,,,,1269,1807,0,0,0,0,0,0,0
5BU-E1650-00-0M,4,222,900,114,45,1012,212,310,106,417,2218,1637,112,796,770,920,,803,1775,114,1200,900,1416,400,809,804,1140,1100,656,306,0,20,10
2ND-E2161-00,10,1000,2,1015,40,1,23,50,10,2000,1005,1003,,2015,20,1020,28,2056,5,20,1017,3291,1253,25,7,1030,30,23,10,1040,25,710,703
2ND-E2151-00,40,1000,2,1085,80,2,23,100,10,1003,1005,1003,1000,2015,20,1025,28,2055,5,20,1117,3161,1203,30,7,1080,12,318,10,1340,25,710,702
5XK-E5416-00,405,2652,5,,,,40,450,,230,300,201,200,550,1600,,,,,,,3501,4473,,,,0,0,0,20,0,0,1000
5BU-E1111-00,911,1123,10,639,320,,450,520,,260,810,2040,36,300,,,,,,,,6837,131,500,1800,300,1644,0,400,300,300,2,0
2WB-F6280-00,51,3103,79,1239,265,94,90,190,1141,1247,1006,112,120,162,1301,13,29,2131,136,40,21,50,1,111,5621,112,622,41,60,12,118,1020,77
2WB-F6290-00,51,3103,79,1239,265,95,89,190,1141,1247,1006,112,120,162,1301,10,29,2131,136,40,21,50,1,111,5621,112,622,42,60,12,118,1020,77
B17-F843J-00,2041,73,35,173,10,234,83,48,40,236,300,61,550,40,20,36,21,235,240,3015,2100,3212,60,81,230,83,76,421,515,9,1617,3300,330
BDK-F6110-00,,,,,,,,,,6,701,474,700,474,609,927,272,299,175,496,260,948,32,1441,3317,482,1298,368,147,147,334,1176,723
B17-F6477-00,32,412,71,135,310,662,765,116,71,289,390,537,305,878,145,131,811,232,530,111,1361,678,726,1738,2093,697,356,1969,610,509,2572,982,730
10C-F2210-20,160,62,50,350,10,363,500,362,50,2300,300,150,150,5502,3850,3514,1525,100,,10,,50,10,50,,,5,10,0,50,15,100,15
4UL-H1960-00,100,100,500,100,900,100,210,300,100,110,220,300,200,100,100,202,100,400,,100,520,7300,,210,100,,100,0,20,300,700,250,100
5PV-H4310-11,410,105,100,200,,,10,200,400,100,400,900,300,300,550,800,1724,,,,,100,1,1298,3500,1000,0,0,0,600,0,0,0
2H7-H5753-01,,,,,,,,,,,,,,600,,450,28,500,1300,888,,300,,445,4420,520,0,0,0,0,0,250,5270
55F-F1611-00,800,1550,,100,100,600,1500,520,700,1700,900,130,600,500,1260,200,100,700,300,1000,500,1100,1500,500,1040,500,150,0,100,938,800,600,500
1S7-E6620-11,10,5087,20,,11,1715,8300,22,,15008,12,309,,3,,30,5,2000,7,3,,3000,,1002,1300,1300,4946,1362,3,0,1003,1300,2017
BDK-F6477-00,,,,,,,152,15,150,12,87,88,341,359,890,128,23,2130,3367,640,472,199,273,291,77,29,220,16,62,500,77,110,100
2SX-E7632-10,948,1062,142,1120,710,2790,3060,3529,540,2220,480,1828,3760,623,462,290,520,700,600,507,330,672,406,330,2660,894,3998,634,1660,161,1084,1430,3156
B17-F6335-00,252,1254,305,302,300,700,743,522,215,331,433,849,1271,120,712,433,529,120,110,395,463,212,113,623,511,4055,2394,262,635,225,672,2165,490
5BU-F8400-00-KT,3700,2660,1350,400,500,400,820,1443,2600,1300,1530,730,600,1670,1100,400,200,1300,600,981,400,1700,600,520,,400,1677,398,900,1200,1100,269,450
B17-F836K-00,725,320,116,338,25,668,430,113,890,992,790,844,1516,447,265,665,181,1108,258,264,652,801,825,942,1432,702,903,348,994,1061,913,1001,981
1PA-F5806-00,171,358,580,210,600,1350,1414,410,1028,680,272,239,535,270,935,480,305,1204,405,630,716,465,282,1040,510,971,858,620,251,81,1216,1445,1755
1S8-WF624-00-KT,740,2220,1500,710,20,1625,2140,100,80,280,1500,620,620,80,560,40,40,500,2,60,520,1012,10,1100,,4040,45,50,5,40,560,540,375
50C-WE13E-00,3737,420,705,531,1116,950,,660,252,1173,785,340,1710,820,1040,1000,220,1220,1216,254,610,327,524,715,170,553,10,0,1796,735,855,326,790
2JG-H2552-00,9594,6000,150,2000,100,1,2500,2000,10,1100,,1300,1000,500,1000,,1002,,130,1001,,13,1,1000,1605,2000,0,2028,0,0,200,0,2005
55P-H3912-10,1533,1781,167,635,1452,563,666,686,1278,2038,1104,1800,333,943,70,662,307,1700,351,341,638,664,640,932,596,747,769,421,29,409,832,1571,435
5YP-E1650-00-0M,704,2541,1250,2051,1203,377,17,1610,2008,2727,500,1077,212,10,8,117,4,,100,11,1483,,1116,2703,1600,385,621,105,3192,3930,1516,558,1071
3XL-F2210-00,4060,2000,,10,,,2,,,100,200,,2200,220,200,400,1192,1300,3350,,,,,1050,,,0,0,0,0,1000,0,0
5YP-E2288-00,830,,320,320,20,,650,303,820,310,120,300,3,913,2,321,,812,,500,806,310,1535,2500,350,330,300,0,0,0,0,0,0
55D-F1611-00,651,820,970,526,225,295,518,1325,960,984,528,500,1245,375,410,305,662,725,310,865,447,310,484,210,1150,1463,1450,358,155,505,110,1266,1300
5XK-F5338-00-33,545,2500,585,946,710,,2600,500,801,1568,2901,775,455,950,1440,91,2,2,1252,1780,1478,420,426,16,1,202,112,1,180,60,171,380,401
90793-AH404-EM,408,1812,1248,1584,840,756,1092,1080,1488,492,1728,468,2292,636,312,312,612,684,924,456,348,1200,300,1116,,756,444,804,504,720,360,1140,504
5BU-F6246-00,,2300,2200,,400,2,210,1700,900,200,202,2012,330,,40,,200,,1100,3000,,24,200,,2400,29,220,6,202,210,414,212,600
1M3-F3346-00,240,550,,,2710,,680,1030,,300,1091,380,,,1500,,1100,580,,150,,600,780,1280,1000,,0,10,220,0,200,0,1220
5BU-F6210-00,2052,1015,470,180,380,31,221,410,150,200,101,1403,1250,750,180,,570,1050,100,200,,60,1200,3370,254,1,0,0,0,10,655,620,1
5BU-F1650-00,1610,105,1100,824,910,620,430,602,530,300,900,1351,600,1200,50,900,500,600,701,400,420,,501,1720,100,1010,327,300,400,1,900,100,410
94700-00372,1011,420,2200,200,420,,,1050,800,2051,1,1010,1001,5650,802,1210,450,600,50,200,1830,200,405,10,,1120,30,800,220,400,620,650,0
5XK-F5168-00-33,545,2500,580,950,710,,2600,500,800,1572,2900,751,450,950,1350,81,,,1250,1750,1450,400,401,,,170,112,0,128,61,150,350,429
93605-06800,40,100,1800,720,25,60,30,750,,3030,200,200,700,26,,40,2000,21,100,1200,1200,1100,1020,6,10,10,6431,10,30,190,260,760,500
B65-E7641-00,76,310,150,172,363,287,540,423,120,313,850,2489,726,109,820,45,140,687,390,458,333,1637,105,1350,610,82,1498,471,229,1312,929,543,627
5PV-F473R-00,2900,,,105,100,110,700,1220,300,1200,250,1500,,1205,150,400,300,100,600,1050,750,200,1900,800,,400,0,100,305,110,1580,601,1100
3XL-F7420-00,1000,1606,1010,51,110,190,680,300,560,170,1030,1010,1580,930,3260,530,,50,2000,300,150,,200,,1,121,0,0,60,0,0,0,100
5XK-E4758-00,1305,2700,,1130,,111,570,1100,1240,10,1,3152,100,15,,3610,50,450,,700,100,200,500,340,,620,110,150,1810,300,0,400,105
93306-301YM,50,,2020,2000,,,2000,,500,,,2059,6000,,,,,2000,,50,,,,10,500,4000,0,0,0,2005,0,0,10
55C-H4759-00,,1041,,120,1020,,100,,435,,,,130,,1500,275,50,,,200,30,,4,50,3703,612,0,0,0,155,72,0,540
2PV-H1410-01,7,1510,1,3000,40,,1510,30,1528,10,,3,10,5,,47,13,1506,,1500,,3000,17,11,301,11,310,301,508,815,513,1613,3
5GH-13440-80,,,,,,,,,,,394,60,203,350,450,1627,655,710,700,30,537,670,350,474,160,26,1682,1200,850,571,852,815,186
93310-325YC,,,,5,,30,,20,,5,22,123,1,2,20,21,,,2,718,127,1987,330,617,2021,535,785,86,428,1105,235,7,40
MCD-GENBT-PL,,,,,,,,,,,,,,,,,,,,,,,,300,6060,,0,0,0,0,0,0,0
MCD-GENSB-CF,,,,,,,,,,,,,,,,,,,,,,,,300,6060,,0,0,0,0,0,0,0
MCD-KEYKK-MT,,,,,,,,,,,,,,,,,,,,,,,,300,6060,,0,0,0,0,0,0,0
15K-F1518-00,5060,1020,100,2000,30,,50,,1000,2050,160,300,,,,,2000,1200,,,1000,,,1100,3,1000,0,1000,0,0,1000,100,30
B17-F1650-00,2100,,73,110,570,25,75,90,72,640,207,221,332,52,270,87,112,76,56,700,440,63,1106,607,74,2688,1295,181,2272,1226,421,457,266
3XL-F7410-00,1000,1616,1000,51,110,190,680,300,560,170,1030,1010,1580,930,3260,170,,50,2000,300,150,,200,,1,121,0,0,60,0,0,0,100
1S8-F842M-00,400,1000,400,11,206,200,200,300,2100,760,800,701,1000,400,1000,350,120,2,850,400,,700,1250,920,200,300,200,700,1100,830,500,430,1120
1S8-F842N-00,1540,700,500,10,156,200,300,400,1400,960,1200,802,100,1200,950,400,,2,602,200,100,1000,900,1420,100,400,310,900,905,300,500,820,1500
5MX-E2119-00,1700,200,700,1700,200,400,,300,1000,,,600,3000,1400,,,400,40,300,500,,30,200,,4600,2,20,50,0,1030,10,3800,800
1S8-F1611-00,820,655,500,80,605,1230,535,195,1525,1180,1200,330,1526,920,320,10,610,1200,,415,327,901,600,445,900,340,922,965,1058,905,550,705,1210
3XL-F6246-00,10,,,30,,,,50,,10000,2,,,20,2,,5000,,,60,,,,,1000,,0,0,0,0,0,0,0
5BU-F1611-01,3350,1767,2630,1192,1010,481,840,977,513,1675,2020,330,630,840,350,440,400,1080,300,720,200,310,1005,330,510,400,520,510,960,610,371,610,1800
5YP-E6324-00,502,40,620,1000,500,1000,,,500,1012,512,203,2000,3,500,60,575,,50,1000,1000,800,1000,,1000,56,500,0,550,500,550,500,260
5LW-24411-00,230,334,268,15,300,200,180,700,10,,,300,50,,,565,1640,1624,307,33,10,412,95,510,317,500,213,2420,150,0,6065,197,27
1S7-F530K-00,5520,815,35,230,365,215,265,100,1065,730,735,1620,1455,1520,1,1410,810,703,93,700,100,95,980,740,170,185,1425,15,95,210,875,1750,930
B17-F7411-00-NP,,2501,510,200,,,,,510,,,570,,1160,285,,,,1500,300,1500,300,580,,600,900,0,0,0,1500,300,300,600
1S8-F7411-00,353,719,105,576,1351,217,40,41,164,2016,1112,826,522,645,117,14,7,1007,1028,116,504,1006,501,512,508,610,62,2,621,513,605,1010,4
55C-F2210-09-RD,20,,5,,48,20,,20,,,,,3864,50,4920,,,,190,150,500,141,,20,,2,170,170,160,70,60,315,25
5BU-WF624-00-KT,3040,1820,3500,1140,40,1121,670,92,560,300,1000,1120,620,580,,,1000,,,500,,,,1800,120,2380,0,0,500,0,550,0,400
90793-AH408-EM,,996,660,948,672,576,660,672,840,300,816,132,924,612,288,288,384,504,960,288,276,996,276,864,,612,600,924,552,696,756,1380,732
5BU-E3174-00,3,230,810,,500,100,50,1430,300,100,95,310,430,1050,400,330,3200,,500,30,900,300,20,,20,,419,0,130,20,65,0,0
1S8-E111F-00,1000,1000,1020,,,,1000,43,,,40,1000,,50,2012,,,1,,20,,,,70,3500,51,20,25,10,0,34,5,250
5LL-F7413-00,20,5944,439,109,10,654,502,1552,728,321,73,53,1835,352,363,631,404,89,651,1005,13,350,923,905,140,103,0,654,340,305,605,1002,501
55P-E2126-00,130,2150,58,100,200,-8,50,280,20,470,50,80,950,200,620,660,30,70,10,583,323,330,1050,193,420,1066,163,133,744,550,158,50,180
BDK-F5388-00,,,,,,,30,,172,16,93,120,720,,359,260,200,110,982,635,230,920,58,496,1025,75,302,916,625,1020,106,20,20
54P-E7632-01,,,,,,,,,,,,,,,,,2913,,,,,,1230,,1200,,0,0,66,2400,140,60,0
5BU-F2174-00-NP,6300,1300,,9000,,,,,,,,,,,1930,2000,,405,50,100,,350,40,400,,,0,0,0,0,500,0,0
5PV-F1315-00-NP,,90,2400,,,800,500,,,300,500,110,,,550,540,,2710,120,,210,300,100,350,,360,120,0,0,0,200,300,0
B17-E4718-00,203,259,88,183,159,65,36,111,134,119,874,549,147,67,113,311,112,2207,1027,134,1006,29,31,43,164,10,19,28,51,1124,1316,102,1272
B17-WE13E-10,2144,1928,27,552,2130,600,15,1467,687,5,48,12,1332,300,341,12,12,1103,755,650,507,12,605,523,612,39,158,200,1203,370,336,150,411
33S-E2159-01,4,2820,,,,,,2,,500,,1024,600,,,2,,4420,130,500,,,8,100,,8,50,640,20,0,500,570,620
B17-F6143-00,301,1,50,499,600,300,700,600,312,1026,600,626,1071,966,376,650,10,301,120,12,320,650,402,1200,410,700,1224,903,781,664,457,410,204
BAX-F6110-00,29,325,42,217,362,31,214,141,126,242,628,669,434,234,524,149,13,443,7,252,303,1397,1050,45,833,107,81,161,558,157,196,8,721
90793-AH814-EM,,192,,192,,96,,,312,216,120,,,96,288,288,480,288,864,288,,1248,,1152,,192,0,96,0,192,0,0,0
